128.3	178.1	171.6	127.9	157.8	164.5
147.2	182.6	179.5	112.6	151.6	162.1
133.4	177.5	176.3	105.2	132.5	146.3
164.5	202.8	180.2	88.8	153.2	165.8
153.8	198.4	183.7	99.4	142	158.3
144.4	180.4	177.8	96.8	142.8	155.3
169.2	191.9	177.7	68	149.8	151.8
162.6	179.4	156.1	61	121.4	130.6
163.9	183.6	163.6	89.7	117.5	138.5
2015	2014	2013	2012	2011	2010
