0.00097656,-0.40117
0.0019531,1.5831
0.0029297,0.73192
0.0039063,0.56644
0.0048828,0.10818
0.0058594,-2.9777
0.0068359,-1.9138
0.0078125,-2.3062
0.0087891,-2.5872
0.0097656,-1.761
0.010742,-2.2802
0.011719,-0.27354
0.012695,-2.0908
0.013672,-0.28154
0.014648,-0.98683
0.015625,-2.6381
0.016602,-0.090439
0.017578,-2.7138
0.018555,-0.85401
0.019531,-2.1617
0.020508,-1.397
0.021484,0.55738
0.022461,-1.0594
0.023438,-1.6185
0.024414,-3.2012
0.025391,-2.3378
0.026367,-2.4658
0.027344,-1.3927
0.02832,-1.0524
0.029297,-3.6185
0.030273,-0.57011
0.03125,-1.047
0.032227,-1.5268
0.033203,-1.7544
0.03418,-2.1987
0.035156,-1.4909
0.036133,-0.16211
0.037109,-0.49777
0.038086,0.45896
0.039063,-1.6364
0.040039,-1.6774
0.041016,-4.0691
0.041992,-3.6755
0.042969,-2.4641
0.043945,-2.0988
0.044922,-2.1531
0.045898,-4.003
0.046875,-1.8334
0.047852,-2.0038
0.048828,-2.557
0.049805,0.024546
0.050781,-2.6946
0.051758,-2.6636
0.052734,-2.9958
0.053711,-2.7352
0.054688,-0.55681
0.055664,2.8986
0.056641,-3.0814
0.057617,0.60298
0.058594,0.13158
0.05957,-1.2942
0.060547,-2.0356
0.061523,-0.16411
0.0625,-3.9586
0.063477,-1.6529
0.064453,-0.85968
0.06543,-0.7243
0.066406,-1.7023
0.067383,0.40841
0.068359,-2.8532
0.069336,-0.11174
0.070313,-4.3088
0.071289,-1.9347
0.072266,0.079441
0.073242,-2.5169
0.074219,-2.5311
0.075195,-1.8465
0.076172,-3.3921
0.077148,-1.8246
0.078125,-1.782
0.079102,-2.4468
0.080078,-1.3184
0.081055,-0.92465
0.082031,-1.0706
0.083008,-1.6045
0.083984,-0.59556
0.084961,-0.26666
0.085938,-2.4842
0.086914,-0.96341
0.087891,-2.8807
0.088867,-2.3624
0.089844,-3.6509
0.09082,-3.4483
0.091797,-1.8386
0.092773,-0.51832
0.09375,-2.7858
0.094727,1.0602
0.095703,-2.5426
0.09668,-0.78852
0.097656,-2.4422
0.098633,-0.92178
0.099609,0.44868
0.10059,-3.8394
0.10156,-3.1502
0.10254,-0.63838
0.10352,-2.7102
0.10449,-1.5577
0.10547,-2.5982
0.10645,0.45844
0.10742,1.171
0.1084,-0.8552
0.10938,-1.5272
0.11035,-2.1541
0.11133,-0.57975
0.1123,-2.317
0.11328,-1.0889
0.11426,-1.8439
0.11523,-0.50293
0.11621,-2.5832
0.11719,-2.7058
0.11816,-1.2264
0.11914,-0.869
0.12012,-0.94418
0.12109,-2.4369
0.12207,-2.4584
0.12305,-0.85929
0.12402,-1.909
0.125,-2.2336
0.12598,-1.9794
0.12695,-1.3823
0.12793,0.1504
0.12891,0.22975
0.12988,0.31548
0.13086,-4.2818
0.13184,-0.92672
0.13281,-2.5161
0.13379,-1.4214
0.13477,-3.0627
